numero_processo,g1_fonte,g1_resultado,g2_resultado,tst_resultado,worker_outcome,tem_dados_reais_g1,core
10010066720205020705,NENHUMA,,,Desprovido,PERDEU,False,10010062020502
10007724820215020318,NENHUMA,,,Desprovido,PERDEU,False,10007722021502
10010619820215020085,NENHUMA,,,Desprovido,PERDEU,False,10010612021502
00122040220175150014,NENHUMA,,,Desprovido,PERDEU,False,00122042017515
00114376720195150151,NENHUMA,,,Desprovido,PERDEU,False,00114372019515
00112908520205180001,NENHUMA,,,Desprovido,PERDEU,False,00112902020518
00101780820195150096,NENHUMA,,,Desprovido,PERDEU,False,00101782019515
00004678920195050020,NENHUMA,,,Desprovido,PERDEU,False,00004672019505
00105717420195150146,NENHUMA,,,Desprovido,PERDEU,False,00105712019515
00118086820155150087,NENHUMA,,,Desprovido,PERDEU,False,00118082015515
10005048220215020030,NENHUMA,,,Desprovido,PERDEU,False,10005042021502
10003759620205020035,NENHUMA,,,Desprovido,PERDEU,False,10003752020502
00011555120195120054,NENHUMA,,,Desprovido,PERDEU,False,00011552019512
00121579620175150056,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00121572017515
00104521420205150006,NENHUMA,,,Desprovido,PERDEU,False,00104522020515
00107678820215150044,NENHUMA,,,Desprovido,PERDEU,False,00107672021515
00100521920175150066,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00100522017515
10013088520215020471,NENHUMA,,,Desprovido,PERDEU,False,10013082021502
00105699220185150129,NENHUMA,,,Desprovido,PERDEU,False,00105692018515
10000382520205020321,NENHUMA,,,Desprovido,PERDEU,False,10000382020502
10010324420215020054,NENHUMA,,,Desprovido,PERDEU,False,10010322021502
10008972120195020048,NENHUMA,,,Desprovido,PERDEU,False,10008972019502
10006843220215020052,NENHUMA,,,Desprovido,PERDEU,False,10006842021502
10000948020205020055,NENHUMA,,,Desprovido,PERDEU,False,10000942020502
10001711720215020003,NENHUMA,,,Desprovido,PERDEU,False,10001712021502
00010694820185090006,NENHUMA,,,Desprovido,PERDEU,False,00010692018509
00011331620195090041,NENHUMA,,,Provido,GANHOU,False,00011332019509
00008800820205090004,NENHUMA,,,Desprovido,PERDEU,False,00008802020509
00008402320215090026,NENHUMA,,,Desprovido,PERDEU,False,00008402021509
00021218620215090002,NENHUMA,,,Desprovido,PERDEU,False,00021212021509
00003120920215090084,NENHUMA,,,Desprovido,PERDEU,False,00003122021509
00000358420125090673,NENHUMA,,,Desprovido,PERDEU,False,00000352012509
10009476020215020021,NENHUMA,,,Desprovido,PERDEU,False,10009472021502
10011729120215020373,NENHUMA,,,Provido,GANHOU,False,10011722021502
00015485920195060145,NENHUMA,,,Desprovido,PERDEU,False,00015482019506
10006012620195020039,NENHUMA,,,Provido,GANHOU,False,10006012019502
00001412220165050025,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00001412016505
00110841420215030079,NENHUMA,,,Desprovido,PERDEU,False,00110842021503
10006344520215020039,NENHUMA,,,Desprovido,PERDEU,False,10006342021502
10012984020205020030,NENHUMA,,,Desprovido,PERDEU,False,10012982020502
10008686320215020706,NENHUMA,,,Desprovido,PERDEU,False,10008682021502
10006530320205020713,NENHUMA,,,Desprovido,PERDEU,False,10006532020502
00012768620125010521,NENHUMA,,,Desprovido,PERDEU,False,00012762012501
00007291220185050008,NENHUMA,,,Desprovido,PERDEU,False,00007292018505
00004726320195050036,NENHUMA,,,Desprovido,PERDEU,False,00004722019505
00002887120215210043,NENHUMA,,,Desprovido,PERDEU,False,00002882021521
10004380820215020611,NENHUMA,,,Desprovido,PERDEU,False,10004382021502
10007500820215020021,NENHUMA,,,Desprovido,PERDEU,False,10007502021502
10002290420215020073,NENHUMA,,,Desprovido,PERDEU,False,10002292021502
00004217620185050007,NENHUMA,,,Provido,GANHOU,False,00004212018505
00116250220195180014,NENHUMA,,,Desprovido,PERDEU,False,00116252019518
00003017420175050037,G2_REAL,Improcedência,,Provido,GANHOU,True,00003012017505
00002684820205090658,NENHUMA,,,Desprovido,PERDEU,False,00002682020509
00010156020195190009,NENHUMA,,,Desprovido,PERDEU,False,00010152019519
00201843820155040511,NENHUMA,,,Desprovido,PERDEU,False,00201842015504
00201292820165040002,NENHUMA,,,Desprovido,PERDEU,False,00201292016504
00101706120215180101,NENHUMA,,,Desprovido,PERDEU,False,00101702021518
10002414720205020301,NENHUMA,,,Desprovido,PERDEU,False,10002412020502
00112201220155010003,NENHUMA,,,Desprovido,PERDEU,False,00112202015501
00003293120225130009,NENHUMA,,,Desprovido,PERDEU,False,00003292022513
00003523320175060013,NENHUMA,,,Desprovido,PERDEU,False,00003522017506
00004787620225130025,NENHUMA,,,Desprovido,PERDEU,False,00004782022513
01000397720205010025,NENHUMA,,,Desprovido,PERDEU,False,01000392020501
01022415020165010483,NENHUMA,,,Desprovido,PERDEU,False,01022412016501
00005746820125010060,NENHUMA,,,Desprovido,PERDEU,False,00005742012501
10007014020165020603,NENHUMA,,,Desprovido,PERDEU,False,10007012016502
00015298520175090130,NENHUMA,,,Desprovido,PERDEU,False,00015292017509
00016627520175090018,NENHUMA,,,Desprovido,PERDEU,False,00016622017509
10010621120175020316,NENHUMA,,,Desprovido,PERDEU,False,10010622017502
10011942020205020201,NENHUMA,,,Desprovido,PERDEU,False,10011942020502
00021638520105020077,NENHUMA,,,Desprovido,PERDEU,False,00021632010502
00204332420205040281,NENHUMA,,,Desprovido,PERDEU,False,00204332020504
00203845920185040731,NENHUMA,,,Desprovido,PERDEU,False,00203842018504
00004643220205050463,NENHUMA,,,Desprovido,PERDEU,False,00004642020505
00010576220205090071,NENHUMA,,,Desprovido,PERDEU,False,00010572020509
00006542020175050036,NENHUMA,,,Desprovido,PERDEU,False,00006542017505
00009891320205090007,NENHUMA,,,Desprovido,PERDEU,False,00009892020509
00206236520205040352,NENHUMA,,,Desprovido,PERDEU,False,00206232020504
10005295220185020434,NENHUMA,,,Desprovido,PERDEU,False,10005292018502
00014289420155020071,NENHUMA,,,Desprovido,PERDEU,False,00014282015502
00009586820205090661,NENHUMA,,,Desprovido,PERDEU,False,00009582020509
00105862920215180101,NENHUMA,,,Provido,GANHOU,False,00105862021518
00108431520155010044,NENHUMA,,,Desprovido,PERDEU,False,00108432015501
00008614120205090670,NENHUMA,,,Desprovido,PERDEU,False,00008612020509
10009616120215020468,NENHUMA,,,Desprovido,PERDEU,False,10009612021502
00014679720215100802,NENHUMA,,,Desprovido,PERDEU,False,00014672021510
00016682620205100802,NENHUMA,,,Desprovido,PERDEU,False,00016682020510
00007020420205090863,NENHUMA,,,Desprovido,PERDEU,False,00007022020509
00021281320205100802,NENHUMA,,,Desprovido,PERDEU,False,00021282020510
00017506020205100801,NENHUMA,,,Desprovido,PERDEU,False,00017502020510
00016760620205100801,NENHUMA,,,Desprovido,PERDEU,False,00016762020510
00016102320205100802,NENHUMA,,,Desprovido,PERDEU,False,00016102020510
00005413020215090096,NENHUMA,,,Desprovido,PERDEU,False,00005412021509
00003311320215090020,NENHUMA,,,Provido,GANHOU,False,00003312021509
00003210420215090073,NENHUMA,,,Desprovido,PERDEU,False,00003212021509
00002320320215090001,NENHUMA,,,Desprovido,PERDEU,False,00002322021509
00002345220215090007,NENHUMA,,,Desprovido,PERDEU,False,00002342021509
00208012220165040233,NENHUMA,,,Desprovido,PERDEU,False,00208012016504
10000652920215020044,NENHUMA,,,Desprovido,PERDEU,False,10000652021502
10001808420185020002,NENHUMA,,,Desprovido,PERDEU,False,10001802018502
10004322520215020312,NENHUMA,,,Desprovido,PERDEU,False,10004322021502
10008043520205020012,NENHUMA,,,Desprovido,PERDEU,False,10008042020502
10008663420215020079,NENHUMA,,,Desprovido,PERDEU,False,10008662021502
00116327220205150133,NENHUMA,,,Desprovido,PERDEU,False,00116322020515
00113463420205150153,NENHUMA,,,Desprovido,PERDEU,False,00113462020515
10008814120215020422,NENHUMA,,,Desprovido,PERDEU,False,10008812021502
01011256520195010301,NENHUMA,,,Desprovido,PERDEU,False,01011252019501
10003788420205020024,NENHUMA,,,Desprovido,PERDEU,False,10003782020502
00007850820205060021,NENHUMA,,,Desprovido,PERDEU,False,00007852020506
00104740520215150114,NENHUMA,,,Desprovido,PERDEU,False,00104742021515
00105565620215150075,NENHUMA,,,Desprovido,PERDEU,False,00105562021515
10000936820215020473,NENHUMA,,,Desprovido,PERDEU,False,10000932021502
10000990720205020313,NENHUMA,,,Desprovido,PERDEU,False,10000992020502
10001816020215020262,NENHUMA,,,Desprovido,PERDEU,False,10001812021502
00013012120175050034,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00013012017505
00003247820215050037,NENHUMA,,,Desprovido,PERDEU,False,00003242021505
00004745220205130011,NENHUMA,,,Desprovido,PERDEU,False,00004742020513
00121966920165150043,NENHUMA,,,Desprovido,PERDEU,False,00121962016515
10010442320215020292,NENHUMA,,,Desprovido,PERDEU,False,10010442021502
00014805220175050131,NENHUMA,,,Desprovido,PERDEU,False,00014802017505
10003674420205020060,NENHUMA,,,Desprovido,PERDEU,False,10003672020502
10008611620215020401,NENHUMA,,,Desprovido,PERDEU,False,10008612021502
00202062420205040252,NENHUMA,,,Desprovido,PERDEU,False,00202062020504
00113067020145150021,NENHUMA,,,Desprovido,PERDEU,False,00113062014515
00125968120175150097,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00125962017515
00000507720215050017,NENHUMA,,,Desprovido,PERDEU,False,00000502021505
00020056620165110013,NENHUMA,,,Desprovido,PERDEU,False,00020052016511
00011691120215100801,NENHUMA,,,Desprovido,PERDEU,False,00011692021510
00108617620215030074,NENHUMA,,,Desprovido,PERDEU,False,00108612021503
00019099720205100802,NENHUMA,,,Provido,GANHOU,False,00019092020510
00010136220215060242,NENHUMA,,,Desprovido,PERDEU,False,00010132021506
00248423420205240007,NENHUMA,,,Desprovido,PERDEU,False,00248422020524
00008100320155050028,NENHUMA,,,Desprovido,PERDEU,False,00008102015505
00009363220215090028,NENHUMA,,,Provido,GANHOU,False,00009362021509
00117222820205150021,NENHUMA,,,Desprovido,PERDEU,False,00117222020515
00118391720165150067,NENHUMA,,,Desprovido,PERDEU,False,00118392016515
00209607120205040023,NENHUMA,,,Desprovido,PERDEU,False,00209602020504
00209061920195040451,NENHUMA,,,Provido,GANHOU,False,00209062019504
00202891320215040282,NENHUMA,,,Desprovido,PERDEU,False,00202892021504
00212998020175040008,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00212992017504
00105320420175150096,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00105322017515
00110858720195150126,NENHUMA,,,Desprovido,PERDEU,False,00110852019515
00207849520205040022,NENHUMA,,,Provido,GANHOU,False,00207842020504
00101634520195150094,NENHUMA,,,Desprovido,PERDEU,False,00101632019515
00115607520155150096,NENHUMA,,,Desprovido,PERDEU,False,00115602015515
00105136420185150095,NENHUMA,,,Provido,GANHOU,False,00105132018515
00005377320195050031,NENHUMA,,,Desprovido,PERDEU,False,00005372019505
00003859420195050008,NENHUMA,,,Desprovido,PERDEU,False,00003852019505
00104663420215030026,NENHUMA,,,Desprovido,PERDEU,False,00104662021503
00101286420205030036,NENHUMA,,,Desprovido,PERDEU,False,00101282020503
00104303720215150097,NENHUMA,,,Desprovido,PERDEU,False,00104302021515
00008455820205230004,NENHUMA,,,Desprovido,PERDEU,False,00008452020523
00005541620165050193,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00005542016505
00106509520205150153,NENHUMA,,,Desprovido,PERDEU,False,00106502020515
00104452920215030165,NENHUMA,,,Desprovido,PERDEU,False,00104452021503
00105075020215180101,NENHUMA,,,Desprovido,PERDEU,False,00105072021518
00007643520205050611,NENHUMA,,,Desprovido,PERDEU,False,00007642020505
00113075620205150082,NENHUMA,,,Desprovido,PERDEU,False,00113072020515
00000518620195100019,NENHUMA,,,Desprovido,PERDEU,False,00000512019510
00109920320215150079,NENHUMA,,,Desprovido,PERDEU,False,00109922021515
00104900620215150066,NENHUMA,,,Desprovido,PERDEU,False,00104902021515
00110092420175150097,G2_REAL,Improcedência,,Provido,GANHOU,True,00110092017515
00112092720165150045,NENHUMA,,,Provido,GANHOU,False,00112092016515
10011591520205020313,NENHUMA,,,Desprovido,PERDEU,False,10011592020502
00103385920195150152,NENHUMA,,,Desprovido,PERDEU,False,00103382019515
00106514220205150004,NENHUMA,,,Desprovido,PERDEU,False,00106512020515
00117711420175030052,NENHUMA,,,Desprovido,PERDEU,False,00117712017503
01003318820195010060,NENHUMA,,,Desprovido,PERDEU,False,01003312019501
00002031320135020361,NENHUMA,,,Desprovido,PERDEU,False,00002032013502
00006215920185050015,NENHUMA,,,Desprovido,PERDEU,False,00006212018505
00004052620185050039,NENHUMA,,,Desprovido,PERDEU,False,00004052018505
00003719620145050037,NENHUMA,,,Desprovido,PERDEU,False,00003712014505
00009087620195090661,NENHUMA,,,Desprovido,PERDEU,False,00009082019509
00109135320145010016,NENHUMA,,,Desprovido,PERDEU,False,00109132014501
00116623920185150049,NENHUMA,,,Desprovido,PERDEU,False,00116622018515
00000427320205050005,NENHUMA,,,Desprovido,PERDEU,False,00000422020505
00123915120195150010,NENHUMA,,,Desprovido,PERDEU,False,00123912019515
00010201720175090014,NENHUMA,,,Desprovido,PERDEU,False,00010202017509
00001118020195210010,NENHUMA,,,Desprovido,PERDEU,False,00001112019521
00007214920175090011,NENHUMA,,,Desprovido,PERDEU,False,00007212017509
00007049820215090002,NENHUMA,,,Provido,GANHOU,False,00007042021509
00005543220215090095,NENHUMA,,,Desprovido,PERDEU,False,00005542021509
00007916720175050661,NENHUMA,,,Desprovido,PERDEU,False,00007912017505
10010270220215020481,NENHUMA,,,Desprovido,PERDEU,False,10010272021502
10003802220205020067,NENHUMA,,,Desprovido,PERDEU,False,10003802020502
10012855020175020255,NENHUMA,,,Desprovido,PERDEU,False,10012852017502
00002557720205090002,NENHUMA,,,Desprovido,PERDEU,False,00002552020509
01008288820205010021,NENHUMA,,,Desprovido,PERDEU,False,01008282020501
00005787620215090122,NENHUMA,,,Desprovido,PERDEU,False,00005782021509
00010351420205090003,NENHUMA,,,Desprovido,PERDEU,False,00010352020509
00005244420185050020,NENHUMA,,,Desprovido,PERDEU,False,00005242018505
00002126220225090652,NENHUMA,,,Desprovido,PERDEU,False,00002122022509
00001615320205050031,NENHUMA,,,Desprovido,PERDEU,False,00001612020505
00004271220205090069,NENHUMA,,,Desprovido,PERDEU,False,00004272020509
00006420420215110002,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00006422021511
00000139620205090656,NENHUMA,,,Desprovido,PERDEU,False,00000132020509
00011476420175090010,NENHUMA,,,Desprovido,PERDEU,False,00011472017509
00008654920185090670,NENHUMA,,,Provido,GANHOU,False,00008652018509
00014740520175090658,NENHUMA,,,Desprovido,PERDEU,False,00014742017509
10005307520215020064,NENHUMA,,,Desprovido,PERDEU,False,10005302021502
10011505720195020032,NENHUMA,,,Desprovido,PERDEU,False,10011502019502
10020470520175020049,NENHUMA,,,Desprovido,PERDEU,False,10020472017502
10011807720195020231,NENHUMA,,,Desprovido,PERDEU,False,10011802019502
10013832320215020052,NENHUMA,,,Desprovido,PERDEU,False,10013832021502
00001074120215090872,NENHUMA,,,Desprovido,PERDEU,False,00001072021509
10004001020205020262,NENHUMA,,,Desprovido,PERDEU,False,10004002020502
10012673220215020047,NENHUMA,,,Desprovido,PERDEU,False,10012672021502
10007239620215020062,NENHUMA,,,Desprovido,PERDEU,False,10007232021502
00001596320205120007,NENHUMA,,,Desprovido,PERDEU,False,00001592020512
10001338620225020385,NENHUMA,,,Desprovido,PERDEU,False,10001332022502
00005633020215120056,NENHUMA,,,Provido,GANHOU,False,00005632021512
00003581020205120032,NENHUMA,,,Provido,GANHOU,False,00003582020512
10000128520205020043,NENHUMA,,,Desprovido,PERDEU,False,10000122020502
10008365520205020201,NENHUMA,,,Provido,GANHOU,False,10008362020502
10000844820215020363,NENHUMA,,,Desprovido,PERDEU,False,10000842021502
10021346920175020013,NENHUMA,,,Desprovido,PERDEU,False,10021342017502
10007015620215020444,NENHUMA,,,Desprovido,PERDEU,False,10007012021502
10016725220195020075,NENHUMA,,,Desprovido,PERDEU,False,10016722019502
10004703120215020605,NENHUMA,,,Desprovido,PERDEU,False,10004702021502
10010895720205020261,NENHUMA,,,Desprovido,PERDEU,False,10010892020502
10015341420185020013,NENHUMA,,,Desprovido,PERDEU,False,10015342018502
10003498420215020481,NENHUMA,,,Desprovido,PERDEU,False,10003492021502
10002792120215020464,NENHUMA,,,Desprovido,PERDEU,False,10002792021502
10003994720175020709,NENHUMA,,,Desprovido,PERDEU,False,10003992017502
10016266320195020463,NENHUMA,,,Desprovido,PERDEU,False,10016262019502
10019826220195020203,NENHUMA,,,Desprovido,PERDEU,False,10019822019502
10014044520195020609,NENHUMA,,,Desprovido,PERDEU,False,10014042019502
01006724620205010039,NENHUMA,,,Desprovido,PERDEU,False,01006722020501
00117728320175150013,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00117722017515
10008538920205020040,NENHUMA,,,Provido,GANHOU,False,10008532020502
00105652420215150073,NENHUMA,,,Desprovido,PERDEU,False,00105652021515
00000046320225050014,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00000042022505
10015287320195020012,NENHUMA,,,Desprovido,PERDEU,False,10015282019502
10013779620205020069,NENHUMA,,,Desprovido,PERDEU,False,10013772020502
10011535620205020491,NENHUMA,,,Desprovido,PERDEU,False,10011532020502
10003305320215020069,NENHUMA,,,Desprovido,PERDEU,False,10003302021502
10004833420205020712,NENHUMA,,,Desprovido,PERDEU,False,10004832020502
00010542720175050006,NENHUMA,,,Desprovido,PERDEU,False,00010542017505
00109184520165180012,NENHUMA,,,Desprovido,PERDEU,False,00109182016518
00208624920175040522,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00208622017504
00011104520125040303,NENHUMA,,,Desprovido,PERDEU,False,00011102012504
10007635220195020255,NENHUMA,,,Desprovido,PERDEU,False,10007632019502
10002774620215020401,NENHUMA,,,Desprovido,PERDEU,False,10002772021502
10013682020205020010,NENHUMA,,,Desprovido,PERDEU,False,10013682020502
10012573420215020064,NENHUMA,,,Desprovido,PERDEU,False,10012572021502
10010805520205020242,NENHUMA,,,Desprovido,PERDEU,False,10010802020502
00001951620105020434,NENHUMA,,,Desprovido,PERDEU,False,00001952010502
10005073220205020043,NENHUMA,,,Desprovido,PERDEU,False,10005072020502
10016364920215020201,NENHUMA,,,Desprovido,PERDEU,False,10016362021502
10009938620215020041,NENHUMA,,,Desprovido,PERDEU,False,10009932021502
10004037720185020021,NENHUMA,,,Desprovido,PERDEU,False,10004032018502
10008032320205020312,NENHUMA,,,Desprovido,PERDEU,False,10008032020502
00108497320205030114,NENHUMA,,,Desprovido,PERDEU,False,00108492020503
01000428120215010062,NENHUMA,,,Desprovido,PERDEU,False,01000422021501
00006300720175050031,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00006302017505
00028093520135150140,NENHUMA,,,Desprovido,PERDEU,False,00028092013515
00007400320175050032,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00007402017505
00007429120215060003,NENHUMA,,,Desprovido,PERDEU,False,00007422021506
00110946920195150087,NENHUMA,,,Desprovido,PERDEU,False,00110942019515
00108707620175150128,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00108702017515
00247111420195240001,NENHUMA,,,Desprovido,PERDEU,False,00247112019524
01005403320195010068,NENHUMA,,,Desprovido,PERDEU,False,01005402019501
00013963220195090014,NENHUMA,,,Desprovido,PERDEU,False,00013962019509
00012273420205090653,NENHUMA,,,Desprovido,PERDEU,False,00012272020509
00012925620195090041,NENHUMA,,,Desprovido,PERDEU,False,00012922019509
00008026020215120015,NENHUMA,,,Desprovido,PERDEU,False,00008022021512
00023451420155090041,NENHUMA,,,Desprovido,PERDEU,False,00023452015509
00003173220215090019,NENHUMA,,,Desprovido,PERDEU,False,00003172021509
00101518220205030012,NENHUMA,,,Desprovido,PERDEU,False,00101512020503
00101722420205030185,NENHUMA,,,Desprovido,PERDEU,False,00101722020503
00005935520205090130,NENHUMA,,,Desprovido,PERDEU,False,00005932020509
00009292420205090562,NENHUMA,,,Desprovido,PERDEU,False,00009292020509
00011162320195120032,NENHUMA,,,Desprovido,PERDEU,False,00011162019512
00002323320215060018,NENHUMA,,,Desprovido,PERDEU,False,00002322021506
00000397520165120034,NENHUMA,,,Desprovido,PERDEU,False,00000392016512
01004877120215010039,NENHUMA,,,Desprovido,PERDEU,False,01004872021501
00205118520205040291,NENHUMA,,,Provido,GANHOU,False,00205112020504
00004229120205090003,NENHUMA,,,Desprovido,PERDEU,False,00004222020509
00100607220225030092,NENHUMA,,,Desprovido,PERDEU,False,00100602022503
00101959120195150048,NENHUMA,,,Desprovido,PERDEU,False,00101952019515
10002010920215020373,NENHUMA,,,Desprovido,PERDEU,False,10002012021502
00009040920215100801,NENHUMA,,,Desprovido,PERDEU,False,00009042021510
00007558020185050017,NENHUMA,,,Desprovido,PERDEU,False,00007552018505
00004017520225110008,NENHUMA,,,Desprovido,PERDEU,False,00004012022511
00005574720195090130,NENHUMA,,,Desprovido,PERDEU,False,00005572019509
00010074320205090004,NENHUMA,,,Desprovido,PERDEU,False,00010072020509
10014942220215020435,NENHUMA,,,Desprovido,PERDEU,False,10014942021502
10022254220165020613,NENHUMA,,,Desprovido,PERDEU,False,10022252016502
00007282720205090014,NENHUMA,,,Desprovido,PERDEU,False,00007282020509
00008809420195090892,NENHUMA,,,Desprovido,PERDEU,False,00008802019509
00006935220205090892,NENHUMA,,,Desprovido,PERDEU,False,00006932020509
00001650420215090562,NENHUMA,,,Desprovido,PERDEU,False,00001652021509
00011613920165050028,NENHUMA,,,Desprovido,PERDEU,False,00011612016505
00117856220195150094,NENHUMA,,,Desprovido,PERDEU,False,00117852019515
00006208020185050401,NENHUMA,,,Desprovido,PERDEU,False,00006202018505
00011682620215100801,NENHUMA,,,Desprovido,PERDEU,False,00011682021510
00002869520215120029,NENHUMA,,,Desprovido,PERDEU,False,00002862021512
00022061120175090003,NENHUMA,,,Desprovido,PERDEU,False,00022062017509
00007151120175050025,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00007152017505
00102801320215030090,NENHUMA,,,Desprovido,PERDEU,False,00102802021503
00110667620205030095,NENHUMA,,,Desprovido,PERDEU,False,00110662020503
00009087620215220004,NENHUMA,,,Desprovido,PERDEU,False,00009082021522
00005553220215080002,NENHUMA,,,Desprovido,PERDEU,False,00005552021508
00104340620205180007,NENHUMA,,,Desprovido,PERDEU,False,00104342020518
10001435420175020467,NENHUMA,,,Desprovido,PERDEU,False,10001432017502
00000469620215210016,NENHUMA,,,Desprovido,PERDEU,False,00000462021521
00006308320205050004,NENHUMA,,,Desprovido,PERDEU,False,00006302020505
00003615320165050014,G2_REAL,Improcedência,,Provido,GANHOU,True,00003612016505
00006105320205050017,NENHUMA,,,Desprovido,PERDEU,False,00006102020505
00014012620185120040,NENHUMA,,,Provido,GANHOU,False,00014012018512
10013368120205020473,NENHUMA,,,Provido,GANHOU,False,10013362020502
00011864420215100802,NENHUMA,,,Desprovido,PERDEU,False,00011862021510
00017817720205100802,NENHUMA,,,Desprovido,PERDEU,False,00017812020510
00020589320205100802,NENHUMA,,,Desprovido,PERDEU,False,00020582020510
00017072320205100802,NENHUMA,,,Desprovido,PERDEU,False,00017072020510
00005605220195050020,NENHUMA,,,Desprovido,PERDEU,False,00005602019505
00005242520105030135,NENHUMA,,,Desprovido,PERDEU,False,00005242010503
00003215220205230007,NENHUMA,,,Desprovido,PERDEU,False,00003212020523
00203174220195040252,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00203172019504
00241963020205240005,NENHUMA,,,Desprovido,PERDEU,False,00241962020524
00002782520205230037,NENHUMA,,,Desprovido,PERDEU,False,00002782020523
00107774220205150150,NENHUMA,,,Provido,GANHOU,False,00107772020515
01007407820165010057,NENHUMA,,,Desprovido,PERDEU,False,01007402016501
00001139420215100104,NENHUMA,,,Desprovido,PERDEU,False,00001132021510
00007853320205100009,NENHUMA,,,Desprovido,PERDEU,False,00007852020510
00014282920165050022,NENHUMA,,,Desprovido,PERDEU,False,00014282016505
00023705720125020031,NENHUMA,,,Provido,GANHOU,False,00023702012502
00000937920215220004,NENHUMA,,,Desprovido,PERDEU,False,00000932021522
00011070420215220003,NENHUMA,,,Desprovido,PERDEU,False,00011072021522
01013984920175010031,NENHUMA,,,Desprovido,PERDEU,False,01013982017501
00011941820195050612,NENHUMA,,,Desprovido,PERDEU,False,00011942019505
00002986220205050022,NENHUMA,,,Desprovido,PERDEU,False,00002982020505
00126482520175150082,NENHUMA,,,Desprovido,PERDEU,False,00126482017515
00110572920205150080,NENHUMA,,,Desprovido,PERDEU,False,00110572020515
10014198020205020026,NENHUMA,,,Desprovido,PERDEU,False,10014192020502
10008903520215020088,NENHUMA,,,Desprovido,PERDEU,False,10008902021502
10010173020195020706,NENHUMA,,,Desprovido,PERDEU,False,10010172019502
10002599020215020444,NENHUMA,,,Provido,GANHOU,False,10002592021502
00108053820205030184,NENHUMA,,,Desprovido,PERDEU,False,00108052020503
10012965020215020090,NENHUMA,,,Desprovido,PERDEU,False,10012962021502
00101374920215030114,NENHUMA,,,Desprovido,PERDEU,False,00101372021503
00104412320205030069,NENHUMA,,,Desprovido,PERDEU,False,00104412020503
00108230920205150125,NENHUMA,,,Desprovido,PERDEU,False,00108232020515
00003155620205080009,NENHUMA,,,Desprovido,PERDEU,False,00003152020508
00100983920165080130,NENHUMA,,,Desprovido,PERDEU,False,00100982016508
00108686420205150011,NENHUMA,,,Desprovido,PERDEU,False,00108682020515
00127154520175150096,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00127152017515
00119001120195150021,NENHUMA,,,Desprovido,PERDEU,False,00119002019515
00206570320205040332,NENHUMA,,,Desprovido,PERDEU,False,00206572020504
00112170520175150001,NENHUMA,,,Desprovido,PERDEU,False,00112172017515
01013098420195010571,NENHUMA,,,Desprovido,PERDEU,False,01013092019501
00101634020225030105,NENHUMA,,,Desprovido,PERDEU,False,00101632022503
00001217620225080012,NENHUMA,,,Desprovido,PERDEU,False,00001212022508
00007161520215080011,NENHUMA,,,Desprovido,PERDEU,False,00007162021508
00174205820155160022,NENHUMA,,,Desprovido,PERDEU,False,00174202015516
10010549220205020004,NENHUMA,,,Desprovido,PERDEU,False,10010542020502
00013795920145060012,NENHUMA,,,Desprovido,PERDEU,False,00013792014506
00009717920195190061,NENHUMA,,,Desprovido,PERDEU,False,00009712019519
10014567920205020003,NENHUMA,,,Desprovido,PERDEU,False,10014562020502
00000761220215190009,NENHUMA,,,Desprovido,PERDEU,False,00000762021519
00003446620215190009,NENHUMA,,,Desprovido,PERDEU,False,00003442021519
00009717920215190006,NENHUMA,,,Desprovido,PERDEU,False,00009712021519
00000014220225190007,NENHUMA,,,Desprovido,PERDEU,False,00000012022519
00240661720215240066,NENHUMA,,,Desprovido,PERDEU,False,00240662021524
00001598420185050021,NENHUMA,,,Desprovido,PERDEU,False,00001592018505
00010254920205090009,NENHUMA,,,Desprovido,PERDEU,False,00010252020509
00007534620215090130,NENHUMA,,,Desprovido,PERDEU,False,00007532021509
00003597120215090863,NENHUMA,,,Desprovido,PERDEU,False,00003592021509
10008895820215020053,NENHUMA,,,Desprovido,PERDEU,False,10008892021502
00013593220205090026,NENHUMA,,,Provido,GANHOU,False,00013592020509
00008224820215130007,NENHUMA,,,Desprovido,PERDEU,False,00008222021513
10006579420195020383,NENHUMA,,,Desprovido,PERDEU,False,10006572019502
10007943220215020084,NENHUMA,,,Provido,GANHOU,False,10007942021502
00103319820225030151,NENHUMA,,,Desprovido,PERDEU,False,00103312022503
00006784920135020011,NENHUMA,,,Desprovido,PERDEU,False,00006782013502
